entry_no,posting_date,fiscal_year,document_type,document_no,line_no,customer_no,salesperson_code,item_no,item_description,item_category_code,location_code,quantity,unit_price,sales_amount,cost_amount,gross_profit,gross_profit_margin_pct
155,2022-03-18,F 2022,Sales Invoice,SI103261,20000,C0005,BM,1920-S,LUANDA Conference Table,TABLE,,6,263714.73,1582288.38,1056144.72,526143.66,33.25
156,2022-03-18,F 2022,Sales Invoice,SI103261,30000,C0005,BM,1900-S,CAIRO Writing Desk,BENCH,,2,128424.25,256848.5,143284.42,113564.08,44.21
157,2022-03-18,F 2022,Sales Invoice,SI103261,40000,C0005,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,NAK,4,36827.62,147310.48,99513.76,47796.72,32.45
158,2022-08-15,F 2022,Sales Invoice,SI103262,10000,C0013,BM,1976-S,LONDON Bookcase,MISC,KSM,12,54818.2,657818.4,445614.48,212203.92,32.26
159,2022-03-08,F 2022,Sales Invoice,SI103263,10000,C0004,CM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,11,29031.08,319341.88,226370.98,92970.9,29.11
160,2021-10-16,F 2022,Sales Invoice,SI103264,10000,C0007,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,3,168487.49,505462.47,423617.82,81844.65,16.19
161,2021-10-16,F 2022,Sales Invoice,SI103264,20000,C0007,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,KSM,2,179380.54,358761.08,242915.1,115845.98,32.29
162,2021-10-26,F 2022,Sales Invoice,SI103265,10000,C0003,BM,1900-S,CAIRO Writing Desk,BENCH,,8,125166.12,1001328.96,672388.56,328940.4,32.85
163,2021-10-26,F 2022,Sales Invoice,SI103265,20000,C0003,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,2,10727.24,21454.48,17331.12,4123.36,19.22
164,2021-10-26,F 2022,Sales Invoice,SI103265,30000,C0003,BM,1928-S,DAKAR Meeting Table,TABLE,,1,137225.83,137225.83,107029.39,30196.44,22.0
165,2022-01-13,F 2022,Sales Invoice,SI103266,10000,C0002,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,6,44032.14,264192.84,179416.92,84775.92,32.09
166,2021-12-06,F 2022,Sales Invoice,SI103267,10000,C0015,AO,1956-S,Conference Bundle 1-6,MISC,,6,393376.64,2360259.84,1387729.08,972530.76,41.2
167,2021-12-06,F 2022,Sales Invoice,SI103267,20000,C0015,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,2,24971.26,49942.52,27540.66,22401.86,44.86
168,2022-09-29,F 2022,Sales Invoice,SI103268,10000,C0003,BM,1984-S,MADRID Monitor Stand,MISC,NBI,3,13653.78,40961.34,26717.13,14244.21,34.77
169,2022-09-29,F 2022,Sales Invoice,SI103268,20000,C0003,BM,1976-S,LONDON Bookcase,MISC,,2,45708.45,91416.9,73166.7,18250.2,19.96
170,2022-04-24,F 2022,Sales Invoice,SI103269,10000,C0005,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,6,12523.75,75142.5,46899.72,28242.78,37.59
171,2022-04-24,F 2022,Sales Invoice,SI103269,20000,C0005,BM,1908-S,DUBAI Corner Desk,BENCH,KSM,4,144620.32,578481.28,330856.52,247624.76,42.81
172,2022-08-27,F 2022,Sales Invoice,SI103270,10000,C0003,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,10,21273.67,212736.7,155627.0,57109.7,26.85
173,2022-08-18,F 2022,Sales Invoice,SI103271,10000,C0019,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,10,179207.05,1792070.5,1391929.2,400141.3,22.33
174,2022-08-18,F 2022,Sales Invoice,SI103271,20000,C0019,AO,CM-001,Commercial Reception Desk,CM_COMMER,,6,481658.24,2889949.44,1590943.2,1299006.24,44.95
175,2022-08-18,F 2022,Sales Invoice,SI103271,30000,C0019,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,5,37689.96,188449.8,117110.75,71339.05,37.86
176,2022-05-25,F 2022,Sales Invoice,SI103272,10000,C0001,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,31692.04,63384.08,37321.6,26062.48,41.12
177,2022-05-25,F 2022,Sales Invoice,SI103272,20000,C0001,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,NBI,12,183271.82,2199261.84,1187248.08,1012013.76,46.02
178,2022-05-25,F 2022,Sales Invoice,SI103272,30000,C0001,AO,1928-S,DAKAR Meeting Table,TABLE,MBA,6,167343.2,1004059.2,537102.36,466956.84,46.51
179,2022-05-25,F 2022,Sales Invoice,SI103272,40000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,6,218347.99,1310087.94,724770.78,585317.16,44.68
180,2021-10-21,F 2022,Sales Invoice,SI103273,10000,C0005,AO,1908-S,DUBAI Corner Desk,BENCH,,3,115150.47,345451.41,261330.39,84121.02,24.35
181,2021-10-21,F 2022,Sales Invoice,SI103273,20000,C0005,AO,1952-S,"ABUJA Whiteboard, base",MISC,KSM,11,57792.25,635714.75,383545.91,252168.84,39.67
182,2021-11-03,F 2022,Sales Invoice,SI103274,10000,C0008,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,11,26041.21,286453.31,185306.66,101146.65,35.31
183,2021-11-03,F 2022,Sales Invoice,SI103274,20000,C0008,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NAK,11,26382.09,290202.99,207240.55,82962.44,28.59
184,2022-09-23,F 2022,Sales Invoice,SI103275,10000,C0002,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NBI,9,25219.58,226976.22,174843.09,52133.13,22.97
185,2022-09-23,F 2022,Sales Invoice,SI103275,20000,C0002,BM,1928-S,DAKAR Meeting Table,TABLE,,12,121629.81,1459557.72,1282888.68,176669.04,12.1
186,2022-09-23,F 2022,Sales Invoice,SI103275,30000,C0002,BM,1928-S,DAKAR Meeting Table,TABLE,,9,146959.55,1322635.95,918974.97,403660.98,30.52
187,2022-01-18,F 2022,Sales Invoice,SI103276,10000,C0020,AO,PART-2,Desk Leg Leveller Kit,PARTS,,3,744.49,2233.47,874.41,1359.06,60.85
188,2022-07-04,F 2022,Sales Invoice,SI103277,10000,C0028,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,10,34441.85,344418.5,215230.5,129188.0,37.51
189,2022-09-20,F 2022,Sales Invoice,SI103278,10000,C0024,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,NAK,7,199940.11,1399580.77,859486.25,540094.52,38.59
190,2022-08-09,F 2022,Sales Invoice,SI103279,10000,C0019,AO,1908-S,DUBAI Corner Desk,BENCH,MBA,5,123966.98,619834.9,479459.2,140375.7,22.65
191,2022-08-09,F 2022,Sales Invoice,SI103279,20000,C0019,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,11,26970.47,296675.17,175943.9,120731.27,40.69
192,2022-02-22,F 2022,Sales Invoice,SI103280,10000,C0007,CM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,4,28085.89,112343.56,78241.16,34102.4,30.36
193,2022-02-22,F 2022,Sales Invoice,SI103280,20000,C0007,CM,1920-S,LUANDA Conference Table,TABLE,NBI,6,232921.73,1397530.38,924330.42,473199.96,33.86
194,2021-12-03,F 2022,Sales Invoice,SI103281,10000,C0020,AO,1968-S,OSLO Filing Cabinet,MISC,MBA,3,32112.18,96336.54,72096.66,24239.88,25.16
195,2022-05-19,F 2022,Sales Invoice,SI103282,10000,C0031,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,6,216979.84,1301879.04,800683.26,501195.78,38.5
196,2022-05-19,F 2022,Sales Invoice,SI103282,20000,C0031,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,NBI,2,25828.33,51656.66,31242.8,20413.86,39.52
197,2021-12-10,F 2022,Sales Invoice,SI103283,10000,C0030,AO,1956-S,Conference Bundle 1-6,MISC,MBA,12,334158.34,4009900.08,2973824.52,1036075.56,25.84
198,2021-12-10,F 2022,Sales Invoice,SI103283,20000,C0030,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,4,19128.01,76512.04,57690.64,18821.4,24.6
199,2022-06-28,F 2022,Sales Invoice,SI103284,10000,C0020,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,4,26780.3,107121.2,75420.52,31700.68,29.59
200,2021-11-26,F 2022,Sales Invoice,SI103285,10000,C0007,CM,1920-S,LUANDA Conference Table,TABLE,,10,252654.53,2526545.3,1606387.4,920157.9,36.42
201,2021-11-26,F 2022,Sales Invoice,SI103285,20000,C0007,CM,1920-S,LUANDA Conference Table,TABLE,KSM,4,236031.32,944125.28,603474.84,340650.44,36.08
202,2022-06-26,F 2022,Sales Invoice,SI103286,10000,C0001,CM,1908-S,DUBAI Corner Desk,BENCH,,9,130799.69,1177197.21,873189.72,304007.49,25.82
203,2022-06-26,F 2022,Sales Invoice,SI103286,20000,C0001,CM,1920-S,LUANDA Conference Table,TABLE,NBI,6,263707.1,1582242.6,894945.6,687297.0,43.44
204,2022-03-26,F 2022,Sales Invoice,SI103287,10000,C0012,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,6,138721.24,832327.44,656425.32,175902.12,21.13
205,2022-08-26,F 2022,Sales Invoice,SI103288,10000,C0021,AO,1936-S,ACCRA Round Table,TABLE,KSM,11,104828.18,1153109.98,713130.55,439979.43,38.16
206,2022-08-26,F 2022,Sales Invoice,SI103288,20000,C0021,AO,1976-S,LONDON Bookcase,MISC,,1,55443.95,55443.95,36049.29,19394.66,34.98
207,2021-10-22,F 2022,Sales Invoice,SI103289,10000,C0003,AO,1956-S,Conference Bundle 1-6,MISC,,8,377351.95,3018815.6,1830470.96,1188344.64,39.36
208,2021-10-22,F 2022,Sales Invoice,SI103289,20000,C0003,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,1,11446.41,11446.41,7264.07,4182.34,36.54
209,2022-04-07,F 2022,Sales Invoice,SI103290,10000,C0004,AO,1984-S,MADRID Monitor Stand,MISC,,6,11169.58,67017.48,48906.42,18111.06,27.02
210,2022-04-07,F 2022,Sales Invoice,SI103290,20000,C0004,AO,1976-S,LONDON Bookcase,MISC,,9,55955.47,503599.23,274628.52,228970.71,45.47
211,2022-05-09,F 2022,Sales Invoice,SI103291,10000,C0024,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,2,35030.18,70060.36,49494.9,20565.46,29.35
212,2022-05-09,F 2022,Sales Invoice,SI103291,20000,C0024,BM,1936-S,ACCRA Round Table,TABLE,,3,90502.2,271506.6,212042.82,59463.78,21.9
213,2022-03-30,F 2022,Sales Invoice,SI103292,10000,C0006,BM,1952-S,"ABUJA Whiteboard, base",MISC,,1,53696.66,53696.66,34257.3,19439.36,36.2
214,2022-03-30,F 2022,Sales Invoice,SI103292,20000,C0006,BM,1952-S,"ABUJA Whiteboard, base",MISC,NBI,11,56524.45,621768.95,353854.27,267914.68,43.09
215,2022-03-30,F 2022,Sales Invoice,SI103292,30000,C0006,BM,1928-S,DAKAR Meeting Table,TABLE,KSM,8,156988.01,1255904.08,826293.44,429610.64,34.21
216,2022-04-06,F 2022,Sales Invoice,SI103293,10000,C0032,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,KSM,8,26112.63,208901.04,157125.6,51775.44,24.78
217,2022-07-21,F 2022,Sales Invoice,SI103294,10000,C0004,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,2,35867.68,71735.36,61045.16,10690.2,14.9
218,2022-07-21,F 2022,Sales Invoice,SI103294,20000,C0004,AO,1968-S,OSLO Filing Cabinet,MISC,,2,36753.34,73506.68,43710.56,29796.12,40.54
219,2022-08-10,F 2022,Sales Invoice,SI103295,10000,C0030,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,25170.36,50340.72,40093.22,10247.5,20.36
220,2022-08-10,F 2022,Sales Invoice,SI103295,20000,C0030,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,11,27017.07,297187.77,218221.19,78966.58,26.57
221,2022-09-29,F 2022,Sales Invoice,SI103296,10000,C0008,AO,1964-S,Guest Section 1,MISC,,12,148771.79,1785261.48,1273487.4,511774.08,28.67
222,2022-09-29,F 2022,Sales Invoice,SI103296,20000,C0008,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,4,13081.24,52324.96,36342.72,15982.24,30.54
223,2022-09-29,F 2022,Sales Invoice,SI103296,30000,C0008,AO,1952-S,"ABUJA Whiteboard, base",MISC,,1,60641.04,60641.04,37486.83,23154.21,38.18
224,2022-09-29,F 2022,Sales Invoice,SI103296,40000,C0008,AO,BEAN-1,Coffee Beans 1kg (AA Grade),BEANS,,3,1739.78,5219.34,2703.09,2516.25,48.21
225,2022-06-03,F 2022,Sales Invoice,SI103297,10000,C0021,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,6,25291.98,151751.88,92247.84,59504.04,39.21
226,2022-06-03,F 2022,Sales Invoice,SI103297,20000,C0021,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,NAK,9,14325.98,128933.82,78115.59,50818.23,39.41
227,2022-06-03,F 2022,Sales Invoice,SI103297,30000,C0021,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,1,188242.16,188242.16,120602.36,67639.8,35.93
228,2022-06-03,F 2022,Sales Invoice,SI103297,40000,C0021,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,12,27481.88,329782.56,247929.24,81853.32,24.82
229,2022-02-23,F 2022,Sales Invoice,SI103298,10000,C0003,CM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,3,174229.53,522688.59,328671.6,194016.99,37.12
230,2022-02-23,F 2022,Sales Invoice,SI103298,20000,C0003,CM,1920-S,LUANDA Conference Table,TABLE,KSM,10,250468.0,2504680.0,1532363.5,972316.5,38.82
231,2022-02-23,F 2022,Sales Invoice,SI103298,30000,C0003,CM,1936-S,ACCRA Round Table,TABLE,,10,86681.38,866813.8,640288.0,226525.8,26.13
232,2021-10-15,F 2022,Sales Invoice,SI103299,10000,C0032,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,4,37116.81,148467.24,105240.32,43226.92,29.12
233,2021-10-15,F 2022,Sales Invoice,SI103299,20000,C0032,AO,1900-S,CAIRO Writing Desk,BENCH,,11,115164.03,1266804.33,773488.65,493315.68,38.94
234,2021-10-15,F 2022,Sales Invoice,SI103299,30000,C0032,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,11,22972.64,252699.04,193402.11,59296.93,23.47
235,2021-12-20,F 2022,Sales Invoice,SI103300,10000,C0006,AO,1920-S,LUANDA Conference Table,TABLE,NAK,6,256699.04,1540194.24,870343.32,669850.92,43.49
236,2022-03-26,F 2022,Sales Invoice,SI103301,10000,C0002,CM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,6,155552.23,933313.38,660688.26,272625.12,29.21
237,2022-03-26,F 2022,Sales Invoice,SI103301,20000,C0002,CM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,1,29122.56,29122.56,18592.81,10529.75,36.16
238,2022-02-05,F 2022,Sales Invoice,SI103302,10000,C0029,CM,1976-S,LONDON Bookcase,MISC,,12,48938.04,587256.48,447641.76,139614.72,23.77
239,2022-02-05,F 2022,Sales Invoice,SI103302,20000,C0029,CM,1908-S,DUBAI Corner Desk,BENCH,,8,135557.01,1084456.08,741223.28,343232.8,31.65
240,2022-02-05,F 2022,Sales Invoice,SI103302,30000,C0029,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,8,211818.93,1694551.44,1089272.56,605278.88,35.72
241,2022-02-05,F 2022,Sales Invoice,SI103302,40000,C0029,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,8,21949.33,175594.64,107180.08,68414.56,38.96
242,2022-02-24,F 2022,Sales Invoice,SI103303,10000,C0026,BM,1964-S,Guest Section 1,MISC,,12,134285.18,1611422.16,1209350.76,402071.4,24.95
243,2022-02-24,F 2022,Sales Invoice,SI103303,20000,C0026,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,9,25461.85,229156.65,151686.99,77469.66,33.81
244,2022-06-16,F 2022,Sales Invoice,SI103304,10000,C0008,AO,1920-S,LUANDA Conference Table,TABLE,,10,234221.65,2342216.5,1716234.1,625982.4,26.73
245,2022-06-16,F 2022,Sales Invoice,SI103304,20000,C0008,AO,1952-S,"ABUJA Whiteboard, base",MISC,,6,54601.85,327611.1,224426.94,103184.16,31.5
246,2022-06-16,F 2022,Sales Invoice,SI103304,30000,C0008,AO,1920-S,LUANDA Conference Table,TABLE,,7,218698.33,1530888.31,1057637.77,473250.54,30.91
247,2022-06-16,F 2022,Sales Invoice,SI103304,40000,C0008,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,MBA,8,35280.82,282246.56,170297.44,111949.12,39.66
248,2021-12-11,F 2022,Sales Invoice,SI103305,10000,C0010,AO,PART-1,Chair Replacement Wheel Set,PARTS,,12,816.78,9801.36,4380.6,5420.76,55.31
249,2022-06-18,F 2022,Sales Invoice,SI103306,10000,C0017,BM,1956-S,Conference Bundle 1-6,MISC,,6,346165.42,2076992.52,1351827.78,725164.74,34.91
250,2022-03-07,F 2022,Sales Invoice,SI103307,10000,C0018,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,NAK,8,22595.37,180762.96,110732.72,70030.24,38.74
251,2022-03-07,F 2022,Sales Invoice,SI103307,20000,C0018,CM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,4,166744.48,666977.92,386501.76,280476.16,42.05
252,2022-03-07,F 2022,Sales Invoice,SI103307,30000,C0018,CM,1920-S,LUANDA Conference Table,TABLE,NBI,10,232266.32,2322663.2,1645035.6,677627.6,29.17
253,2022-02-02,F 2022,Sales Invoice,SI103308,10000,C0032,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,6,19326.23,115957.38,94324.5,21632.88,18.66
254,2022-06-14,F 2022,Sales Invoice,SI103309,10000,C0031,CM,1944-S,HARARE Folding Table,TABLE,,1,38922.97,38922.97,29228.82,9694.15,24.91
255,2022-06-14,F 2022,Sales Invoice,SI103309,20000,C0031,CM,PART-2,Desk Leg Leveller Kit,PARTS,,8,589.28,4714.24,2175.04,2539.2,53.86
256,2022-06-14,F 2022,Sales Invoice,SI103309,30000,C0031,CM,1968-S,OSLO Filing Cabinet,MISC,NBI,6,33114.52,198687.12,140891.1,57796.02,29.09
257,2022-06-14,F 2022,Sales Invoice,SI103309,40000,C0031,CM,1928-S,DAKAR Meeting Table,TABLE,MBA,12,157472.43,1889669.16,1130232.72,759436.44,40.19
258,2022-02-20,F 2022,Sales Invoice,SI103310,10000,C0003,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,5,43377.45,216887.25,148453.5,68433.75,31.55
259,2022-02-20,F 2022,Sales Invoice,SI103310,20000,C0003,BM,1900-S,CAIRO Writing Desk,BENCH,,9,104523.96,940715.64,623462.67,317252.97,33.72
260,2022-02-20,F 2022,Sales Invoice,SI103310,30000,C0003,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,11,23122.71,254349.81,205425.22,48924.59,19.24
261,2022-02-20,F 2022,Sales Invoice,SI103310,40000,C0003,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,KSM,3,14749.62,44248.86,23714.16,20534.7,46.41
262,2022-02-20,F 2022,Sales Invoice,SI103310,50000,C0003,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,8,13306.84,106454.72,70027.76,36426.96,34.22
263,2022-02-20,F 2022,Sales Invoice,SI103310,60000,C0003,BM,1956-S,Conference Bundle 1-6,MISC,,5,374907.82,1874539.1,1299744.55,574794.55,30.66
264,2022-08-12,F 2022,Sales Invoice,SI103311,10000,C0003,BM,1968-S,OSLO Filing Cabinet,MISC,,4,41881.39,167525.56,90928.96,76596.6,45.72
265,2022-05-30,F 2022,Sales Invoice,SI103312,10000,C0020,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,NBI,3,135362.61,406087.83,299718.96,106368.87,26.19
266,2022-06-02,F 2022,Sales Invoice,SI103313,10000,C0020,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,1,35220.29,35220.29,28618.43,6601.86,18.74
267,2022-07-01,F 2022,Sales Invoice,SI103314,10000,C0026,BM,1976-S,LONDON Bookcase,MISC,MBA,7,51287.44,359012.08,221890.13,137121.95,38.19
268,2022-04-22,F 2022,Sales Invoice,SI103315,10000,C0002,CM,1964-S,Guest Section 1,MISC,,5,150234.46,751172.3,505426.4,245745.9,32.71
269,2022-04-22,F 2022,Sales Invoice,SI103315,20000,C0002,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,6,24445.0,146670.0,113857.08,32812.92,22.37
270,2022-04-22,F 2022,Sales Invoice,SI103315,30000,C0002,CM,1900-S,CAIRO Writing Desk,BENCH,,3,122843.33,368529.99,209629.71,158900.28,43.12
271,2021-11-27,F 2022,Sales Invoice,SI103316,10000,C0017,AO,1936-S,ACCRA Round Table,TABLE,,1,110916.57,110916.57,75028.48,35888.09,32.36
272,2021-11-27,F 2022,Sales Invoice,SI103316,20000,C0017,AO,1952-S,"ABUJA Whiteboard, base",MISC,,3,46940.65,140821.95,97034.82,43787.13,31.09
273,2021-11-27,F 2022,Sales Invoice,SI103316,30000,C0017,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,6,178200.88,1069205.28,800688.66,268516.62,25.11
274,2021-12-11,F 2022,Sales Invoice,SI103317,10000,C0031,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,8,218078.85,1744630.8,998601.76,746029.04,42.76
275,2022-07-21,F 2022,Sales Invoice,SI103318,10000,C0012,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,2,24433.98,48867.96,27306.48,21561.48,44.12
276,2022-07-21,F 2022,Sales Invoice,SI103318,20000,C0012,AO,1976-S,LONDON Bookcase,MISC,,12,53356.19,640274.28,420459.6,219814.68,34.33
277,2022-07-21,F 2022,Sales Invoice,SI103318,30000,C0012,AO,1976-S,LONDON Bookcase,MISC,,6,43739.56,262437.36,217340.64,45096.72,17.18
278,2021-12-18,F 2022,Sales Invoice,SI103319,10000,C0035,AO,1936-S,ACCRA Round Table,TABLE,NBI,8,111929.08,895432.64,553013.36,342419.28,38.24
279,2021-12-18,F 2022,Sales Invoice,SI103319,20000,C0035,AO,1952-S,"ABUJA Whiteboard, base",MISC,,11,47167.25,518839.75,448123.28,70716.47,13.63
280,2022-05-17,F 2022,Sales Invoice,SI103320,10000,C0004,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,9,29923.28,269309.52,160394.22,108915.3,40.44
281,2022-05-17,F 2022,Sales Invoice,SI103320,20000,C0004,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,KSM,9,29245.26,263207.34,174408.66,88798.68,33.74
282,2022-05-17,F 2022,Sales Invoice,SI103320,30000,C0004,BM,1900-S,CAIRO Writing Desk,BENCH,,9,113900.31,1025102.79,666593.55,358509.24,34.97
283,2022-05-17,F 2022,Sales Invoice,SI103320,40000,C0004,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,NBI,10,211377.31,2113773.1,1379020.1,734753.0,34.76
284,2022-05-17,F 2022,Sales Invoice,SI103320,50000,C0004,BM,1944-S,HARARE Folding Table,TABLE,,7,38490.01,269430.07,229336.66,40093.41,14.88
285,2021-11-07,F 2022,Sales Invoice,SI103321,10000,C0003,AO,PART-2,Desk Leg Leveller Kit,PARTS,,2,720.63,1441.26,604.18,837.08,58.08
286,2022-01-01,F 2022,Sales Invoice,SI103322,10000,C0021,CM,1928-S,DAKAR Meeting Table,TABLE,,7,154927.89,1084495.23,668486.98,416008.25,38.36
287,2022-01-01,F 2022,Sales Invoice,SI103322,20000,C0021,CM,1968-S,OSLO Filing Cabinet,MISC,KSM,7,39317.49,275222.43,190658.93,84563.5,30.73
288,2022-01-01,F 2022,Sales Invoice,SI103322,30000,C0021,CM,1908-S,DUBAI Corner Desk,BENCH,ELD,11,122086.53,1342951.83,1045507.65,297444.18,22.15
289,2022-01-01,F 2022,Sales Invoice,SI103322,40000,C0021,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,3,192160.65,576481.95,382479.12,194002.83,33.65
290,2022-01-01,F 2022,Sales Invoice,SI103322,50000,C0021,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,5,22359.14,111795.7,80213.9,31581.8,28.25
291,2022-01-01,F 2022,Sales Invoice,SI103322,60000,C0021,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,4,175512.69,702050.76,555218.52,146832.24,20.91
292,2021-11-27,F 2022,Sales Invoice,SI103323,10000,C0013,AO,1976-S,LONDON Bookcase,MISC,,1,55644.99,55644.99,30627.17,25017.82,44.96
293,2021-11-27,F 2022,Sales Invoice,SI103323,20000,C0013,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,11,213355.46,2346910.06,1321446.28,1025463.78,43.69
294,2021-11-27,F 2022,Sales Invoice,SI103323,30000,C0013,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,4,187627.16,750508.64,525557.56,224951.08,29.97
295,2021-12-11,F 2022,Sales Invoice,SI103324,10000,C0003,AO,1944-S,HARARE Folding Table,TABLE,NBI,6,42415.39,254492.34,156979.2,97513.14,38.32
296,2021-12-11,F 2022,Sales Invoice,SI103324,20000,C0003,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,3,28044.2,84132.6,46551.54,37581.06,44.67
297,2021-12-11,F 2022,Sales Invoice,SI103324,30000,C0003,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,MBA,9,36339.98,327059.82,265191.21,61868.61,18.92
298,2021-12-11,F 2022,Sales Invoice,SI103324,40000,C0003,AO,1920-S,LUANDA Conference Table,TABLE,,7,228067.9,1596475.3,1237507.88,358967.42,22.48
299,2022-08-26,F 2022,Sales Invoice,SI103325,10000,C0022,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,3,202220.05,606660.15,363380.91,243279.24,40.1
300,2022-08-26,F 2022,Sales Invoice,SI103325,20000,C0022,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,4,21163.08,84652.32,74426.36,10225.96,12.08
301,2021-10-30,F 2022,Sales Invoice,SI103326,10000,C0033,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,4,23712.81,94851.24,77908.52,16942.72,17.86
302,2021-10-30,F 2022,Sales Invoice,SI103326,20000,C0033,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,6,189100.14,1134600.84,815584.92,319015.92,28.12
303,2022-02-15,F 2022,Sales Invoice,SI103327,10000,C0010,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,10,24252.77,242527.7,157322.5,85205.2,35.13
304,2022-03-20,F 2022,Sales Invoice,SI103328,10000,C0029,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,12,29853.15,358237.8,256872.96,101364.84,28.3
305,2022-02-02,F 2022,Sales Invoice,SI103329,10000,C0017,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,6,21841.55,131049.3,94064.88,36984.42,28.22
306,2022-02-02,F 2022,Sales Invoice,SI103329,20000,C0017,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,5,13478.62,67393.1,39093.05,28300.05,41.99
307,2022-05-29,F 2022,Sales Invoice,SI103330,10000,C0004,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,1,36987.92,36987.92,23845.98,13141.94,35.53
308,2022-02-11,F 2022,Sales Invoice,SI103331,10000,C0010,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,NBI,4,40495.57,161982.28,108033.32,53948.96,33.31
